,TF,target,importance
94,Nkx2-2,Ppfibp1,19.120830188272063
16,Cdc5l,Nmnat3,19.09110411509203
44,Fosb,Tmod2,19.069073693114493
94,Nkx2-2,Gpr37l1,19.018648784294616
26,Dbp,Map7d2,19.013324419184098
70,Klf4,Tubb4b,18.986685971940187
71,Klf6,Zfp36,18.96282325056716
43,Fos,Hspa4l,18.96058690255783
98,Nr1d1,Spire1,18.96053093246844
94,Nkx2-2,Dlgap1,18.917708255656635
86,Mycl,Gstp1,18.899391860328993
66,Jun,Ddit3,18.8969374063514
136,Sox6,Il33,18.890925728380584
67,Jun,Hspa1a,18.856762839296792
160,Zbtb16,Hsp90ab1,18.831504179757452
154,Tsc22d1,5730559C18Rik,18.826151243303528
72,Klf9,Tmem163,18.800584854215263
96,Npas3,Gm6373,18.797540722548167
136,Sox6,Basp1,18.793702309390632
96,Npas3,Plin4,18.790185236393338
111,Pou3f2,Gria3,18.76893443990143
154,Tsc22d1,Hsph1,18.708514084120676
111,Pou3f2,3110035E14Rik,18.662725529442344
98,Nr1d1,Gad1,18.596636701134805
86,Mycl,Tub,18.53886081586174
157,Tub,Timp4,18.516697594000565
27,Ddit3,Ubc,18.51124483383681
160,Zbtb16,Nfkbia,18.49780645861745
43,Fos,Arc,18.488977390955306
160,Zbtb16,Anln,18.42359156762283
9,Atf3,Junb,18.357871511967662
86,Mycl,Plin3,18.354161837077374
72,Klf9,Gng12,18.346526510444075
157,Tub,Neu4,18.332535526524122
154,Tsc22d1,Akap13,18.262022533662027
154,Tsc22d1,Atp1a2,18.249659743478112
136,Sox6,Ncald,18.246930497796598
104,Nr4a1,Rgcc,18.212831799460073
157,Tub,Gpr37l1,18.206116433010035
96,Npas3,Tmem141,18.192174751048125
154,Tsc22d1,Man1a2,18.167047538188143
94,Nkx2-2,Phyhipl,18.141604006591738
157,Tub,Ppfibp1,18.128904260219347
104,Nr4a1,Gria2,18.100023040791594
153,Tsc22d1,Nkx2-2,18.078787892849537
43,Fos,Gadd45g,18.034484053202984
94,Nkx2-2,Scrg1,18.032580738214754
94,Nkx2-2,Rnf128,18.020073518555634
149,Tef,Opalin,17.97222681083049
154,Tsc22d1,Ubl3,17.915395796443477
154,Tsc22d1,Slc35f1,17.908652099154633
104,Nr4a1,Fam174b,17.906497078789616
157,Tub,Tspan6,17.900778169171065
71,Klf6,Plin3,17.894199870385542
33,Egr1,Socs3,17.846806363652053
86,Mycl,Pmp22,17.829802531362283
149,Tef,Actb,17.79387546833749
126,Setdb1,Igsf8,17.741117815548417
77,Mafb,Nrros,17.62812154941746
28,Dlx1,Basp1,17.557904086547836
94,Nkx2-2,5730559C18Rik,17.49850655415946
136,Sox6,Gstp1,17.45025617314338
68,Junb,Hspa1a,17.43523627911
27,Ddit3,Dnajb1,17.424662181325314
69,Klf4,Fos,17.396927033772837
154,Tsc22d1,Lbh,17.358640305884894
94,Nkx2-2,Lbh,17.32940148652487
9,Atf3,Fosb,17.298371641387362
68,Junb,Neat1,17.287232492149705
94,Nkx2-2,S100a6,17.209481403015364
16,Cdc5l,Tef,17.204224453512783
94,Nkx2-2,Lhfpl3,17.20155798463407
44,Fosb,Mt1,17.17516604334391
157,Tub,Scrg1,17.167196499821788
153,Tsc22d1,Nr4a1,17.150911918133705
28,Dlx1,Ngfrap1,17.1486081566393
69,Klf4,Atf3,17.132482644293116
136,Sox6,AC149090.1,17.120175001278668
213,Zfx,Gm44679,17.115484678378337
94,Nkx2-2,Gm38039,17.10390494986732
157,Tub,Ncald,17.087514271423295
67,Jun,Tubb4b,17.066970868385496
94,Nkx2-2,Cers4,17.05447524660234
67,Jun,Klf9,17.045620008443883
150,Thrb,Kcnj16,17.04089811401659
157,Tub,Marcks,16.97223617638171
28,Dlx1,Ina,16.96502676563357
154,Tsc22d1,Igsf8,16.94675581392188
43,Fos,Ermn,16.939436310971036
77,Mafb,Nfkbia,16.937450775122347
67,Jun,Cldn5,16.925486420825177
72,Klf9,Phyhipl,16.874954652317555
154,Tsc22d1,Sulf2,16.84450259102896
16,Cdc5l,Tmem163,16.84410201796687
158,Tulp3,Gm15440,16.81525628728721
172,Zfp292,Fignl1,16.793580789660968
21,Csrnp3,Parg,16.78721830057395
156,Tub,Sox6,16.748279783694173
215,Zkscan14,Tmem141,16.742218454004014
26,Dbp,Gm43310,16.733876448353595
26,Dbp,Syt1,16.72821651147763
33,Egr1,Opalin,16.7211019840693
154,Tsc22d1,Tub,16.698043265704886
149,Tef,Bod1l,16.68216518851802
86,Mycl,Ttc3,16.68090971561068
94,Nkx2-2,Col9a3,16.656192870061975
157,Tub,Trio,16.633491592414988
154,Tsc22d1,Hmgn5,16.619710357193426
69,Klf4,Jun,16.601848644346134
9,Atf3,Adamts1,16.57215847269191
27,Ddit3,Mt1,16.554897672648885
66,Irx1,Gm38039,16.544812294520728
157,Tub,Nrcam,16.54067074449906
157,Tub,Col9a3,16.459695252761033
154,Tsc22d1,Tspan6,16.45967335975033
159,Zbtb16,Tef,16.42232007181505
16,Cdc5l,Igsf8,16.418561071345756
16,Cdc5l,Opalin,16.399700427118177
94,Nkx2-2,Arpc1b,16.380090835888826
72,Klf9,Lrrtm2,16.35112650830528
157,Tub,Rgcc,16.325469638666405
94,Nkx2-2,G0s2,16.318191541727323
146,Tcf7,Ralyl,16.308883221867056
154,Tsc22d1,mt-Rnr2,16.29301021135787
157,Tub,Dynll1,16.26949083652314
67,Jun,Arpc1b,16.227838624066056
70,Klf4,Ina,16.22550146019254
33,Egr1,Plin3,16.20225492818693
43,Fos,Insig1,16.19663665921492
136,Sox6,Rbm28,16.19013084094177
16,Cdc5l,Hmgcs1,16.17538357196828
197,Zfp867,A230083G16Rik,16.135420195737204
16,Cdc5l,Hsph1,16.10761413526482
154,Tsc22d1,Myo10,16.08686118174528
72,Klf9,Ddc,16.079071203249136
86,Mycl,AC149090.1,16.05060568245056
109,Pknox2,5730559C18Rik,16.0026103842547
72,Klf9,Plat,15.999736795002281
86,Mycl,Gm37895,15.985541193169553
16,Cdc5l,Gm15440,15.969244265221079
66,Irx1,Midn,15.947026725102782
136,Sox6,RP24-163K4.1,15.891179975487042
70,Klf4,Nr4a1,15.880982946526007
33,Egr1,H1f0,15.850823655833969
104,Nr4a1,Tmem141,15.843567034847988
66,Irx1,Basp1,15.843103946958998
104,Nr4a1,Sh3bp4,15.825401562743462
86,Mycl,Kcnj16,15.82075185994728
99,Nr1d2,Glul,15.811017755917158
67,Jun,Nr4a1,15.805454127754224
154,Tsc22d1,Susd5,15.795192969817172
136,Sox6,Aprt,15.785688678511336
154,Tsc22d1,Akap9,15.779424869822376
111,Pou3f2,Ccnd1,15.772764606761275
104,Nr4a1,5730559C18Rik,15.763466601511064
70,Klf4,Klf6,15.726634594943834
94,Nkx2-2,Tns3,15.62878540993852
62,Ikzf2,Htra1,15.616912527644619
157,Tub,Dynll2,15.607825972247767
94,Nkx2-2,Spire1,15.518768833758934
44,Fosb,Tppp3,15.497564816772378
86,Mycl,Rell1,15.482106475631669
86,Mycl,Fam13c,15.480360771559884
157,Tub,Abtb2,15.436214168493947
154,Tsc22d1,Gad1,15.4101151353695
94,Nkx2-2,Abtb2,15.400385929138297
157,Tub,Lrrc42,15.377795603663749
154,Tsc22d1,Brinp1,15.35243197899874
154,Tsc22d1,Arpc1b,15.295210257043896
26,Dbp,Nfkbia,15.278689162533706
68,Junb,Hsp90aa1,15.273458095610366
86,Mycl,Hebp2,15.271016814335418
136,Sox6,Neat1,15.270120995105437
136,Sox6,Kcnj16,15.24824030478799
94,Nkx2-2,Tsc22d1,15.229706380129594
154,Tsc22d1,Nolc1,15.212571355962972
149,Tef,Plat,15.206595675884735
20,Creb1,C1ql3,15.192096235989606
111,Pou3f2,Ina,15.081407215286537
157,Tub,Ngfrap1,15.05548913156418
20,Creb1,Chn2,15.03859366019664
150,Thrb,Gm38266,15.029896340614183
162,Zbtb4,Vgf,15.028486615994666
157,Tub,Hsph1,15.000624670983424
94,Nkx2-2,Ophn1,14.995357835991115
70,Klf4,Dusp1,14.979923337886056
68,Junb,Hsp90ab1,14.948992034683277
9,Atf3,Mt1,14.904910941816123
157,Tub,Ptpre,14.86798356198444
62,Ikzf2,Tnfaip6,14.844867858750376
70,Klf6,Atf3,14.839733992688275
96,Npas3,Rgs2,14.827149982511916
157,Tub,Mpzl1,14.823698661702338
175,Zfp318,Gria3,14.82291495153245
16,Cdc5l,Hsp90aa1,14.819123758951525
33,Egr1,Mt1,14.805090745618662
94,Nkx2-2,Hmgcs1,14.788762403190299
26,Dbp,Zbtb16,14.77790678630399
67,Jun,Ythdc1,14.7642814045368
162,Zbtb4,Arpc1b,14.74590408187438
53,Gsx1,Grm5,14.743090286709359
136,Sox6,Sepp1,14.74086181791807
172,Zfp292,Sema6a,14.733855495674936
150,Thrb,Fabp7,14.724131452511198
67,Jun,Hmgcs1,14.719368460891555
104,Nr4a1,Ermn,14.715094274585072
94,Nkx2-2,5930430L01Rik,14.713984397446849
157,Tub,Cadm1,14.694507569417398
149,Tef,Ahsa2,14.642600305492888
28,Dlx1,Hrasls,14.63447566856962
69,Klf4,Ddit3,14.6265666345453
94,Nkx2-2,Mex3b,14.624803760376334
149,Tef,Per1,14.604269266757267
78,Mbd4,Plin3,14.597996645578435
94,Nkx2-2,Basp1,14.582140885181984
68,Junb,Opalin,14.572103166935463
94,Nkx2-2,Ncald,14.569863423532679
71,Klf6,Nktr,14.550138391427785
70,Klf4,Zfp36,14.523203547265902
160,Zbtb16,Phyhipl,14.509364310486587
9,Atf3,Man1a2,14.49260071103632
172,Zfp292,Specc1,14.481727183455368
104,Nr4a1,G0s2,14.478156869628164
94,Nkx2-2,Camsap2,14.445450542532738
20,Creb1,Fam46a,14.441494189540833
157,Tub,Spon1,14.425118316051469
162,Zbtb4,Hebp2,14.421848812614401
135,Sox6,Nr4a1,14.405216736435634
89,Myt1l,Sox6,14.399133073438644
72,Klf9,Cadm1,14.39158113038025
9,Atf3,Tubb4b,14.388134055155033
72,Klf9,Marcks,14.369954807708218
86,Mycl,Anln,14.361519941079305
104,Nr4a1,Sepp1,14.332420617230751
44,Fosb,Gm8709,14.320987599017194
67,Jun,Sgk1,14.317835815950193
9,Atf3,Egr1,14.27199354498404
136,Sox6,Prkcdbp,14.269017634310464
157,Tub,Brinp1,14.24563415079707
136,Sox6,Fam13c,14.242506617174303
67,Jun,Tef,14.239417195062664
71,Klf6,Ina,14.232004702006398
172,Zfp292,Nfasc,14.194157811523919
99,Nr1d2,Zbtb16,14.193581146129162
154,Tsc22d1,Prkcdbp,14.18353464876256
43,Fos,Synm,14.181028261812155
43,Fos,Ccdc88a,14.174672772473075
154,Tsc22d1,BC005561,14.162283225967053
13,Bcl6,2900076G11Rik,14.160650261943204
162,Zbtb4,Meg3,14.152611210822778
172,Zfp292,Hrasls,14.147399608394261
70,Klf4,Dnajb1,14.113949290124808
104,Nr4a1,Sox6,14.07246471922201
66,Irx1,Tub,14.049294172020293
71,Klf6,Klf9,14.032482520449186
99,Nr1d2,Nfkbia,14.031142633050278
16,Cdc5l,Phactr3,14.021472647498666
157,Tub,Susd5,14.013672603795424
136,Sox6,Hspa5,14.005550882414724
43,Fos,Tmem141,14.00358520426006
104,Nr4a1,Ophn1,13.974208998027267
98,Nr1d1,Kcna2,13.973943831468857
28,Dlx1,Ttc3,13.966541974951104
156,Ttf1,Tnfrsf4,13.96319518726607
70,Klf4,Arc,13.948139566454445
136,Sox6,Myo10,13.948021451136531
86,Mycl,Tmod2,13.946785771832603
157,Tub,Akap13,13.931845819106458
157,Tub,S100a6,13.924048506382281
66,Irx1,Kcnd2,13.882124739350878
136,Sox6,Midn,13.866584781421025
98,Nr1d1,Tuba1a,13.856079351283942
21,Csrnp3,Clmn,13.845886413753377
160,Zbtb16,RP23-336M16.2,13.841562296293736
104,Nr4a1,Fabp7,13.836358499348458
67,Jun,Ccdc88a,13.82975631977264
98,Nr1d1,Cldn5,13.826104588934292
43,Fos,Igsf8,13.811760876025593
43,Fos,Mt1,13.75007738201471
66,Irx1,Marcks,13.746949073454934
203,Zfp930,Utp14b,13.72804482025612
86,Mycl,Rinl,13.657676932640536
154,Tsc22d1,Qpct,13.645101436276475
72,Klf9,Hist1h1c,13.611559035290366
94,Nkx2-2,9530059O14Rik,13.604980394023897
89,Myt1l,Tsc22d1,13.570749773648494
104,Nr4a1,Susd4,13.527959908864146
26,Dbp,B3galt5,13.490072493730295
98,Nr1d1,Lhfpl3,13.486062815703637
89,Myt1l,Bsg,13.485212768698284
67,Jun,Ahsa2,13.484930484791338
136,Sox6,Grm5,13.473780259327633
150,Thrb,Tub,13.460482949082191
72,Klf9,Pcdhb15,13.454299459525185
99,Nr1d2,B3galt5,13.437364543953167
67,Jun,Utp14b,13.43181898069115
104,Nr4a1,Fam3c,13.422712335440117
149,Tef,Plin4,13.411576546183092
136,Sox6,Tppp3,13.404021113160086
94,Nkx2-2,Brinp1,13.392376154183596
94,Nkx2-2,Ngfrap1,13.384850766031908
157,Tub,BC005561,13.380628853247192
104,Nr4a1,Mpzl1,13.367716535531706
62,Ikzf2,Clmn,13.362683681334204
27,Ddit3,Nfasc,13.353082940840688
71,Klf6,Sepp1,13.336800179781594
44,Fosb,Tmem141,13.334996430910024
44,Fosb,Hist1h1c,13.323939734346425
154,Tsc22d1,Hebp2,13.31738753185766
104,Nr4a1,Basp1,13.292003081267099
94,Nkx2-2,Clmn,13.284961608358055
27,Ddit3,Tmem217,13.273907519064696
154,Tsc22d1,Syt16,13.268064513987401
150,Thrb,Lhfpl3,13.254811149927143
43,Fos,Sema6a,13.253796425460557
53,Gsx1,Elfn1,13.253027559853969
157,Tub,Ina,13.25108665545683
136,Sox6,Mex3b,13.241430347234362
111,Pou3f2,Rgcc,13.237021730040626
104,Nr4a1,Chn2,13.227844577735496
94,Nkx2-2,Fsd1l,13.223515332801346
150,Thrb,Atp1a2,13.203315251062056
212,Zfx,Myt1l,13.187104884079353
62,Ikzf2,Actb,13.180663271350609
72,Klf9,Per1,13.164990751694516
149,Tef,Glul,13.159237243213028
9,Atf3,Btg2,13.128758202455174
94,Nkx2-2,Fam174b,13.107580083930346
67,Jun,Plat,13.10338235589266
33,Egr1,Fam13c,13.072402257192225
70,Klf4,Insig1,13.064794214251167
104,Nr4a1,Dynll2,13.04697323344761
160,Zbtb16,Gm44152,13.038521968941009
16,Cdc5l,Kcnj16,13.01522068573566
99,Nr1d2,A730011C13Rik,12.959400574808354
77,Mafb,Vim,12.94946169692134
43,Fos,Hist1h1c,12.94756964554517
213,Zfx,2900027M19Rik,12.928414029119558
72,Klf9,Acsl3,12.92793995858171
157,Tub,Aprt,12.924056626034954
86,Mycl,Fam174b,12.901727577838587
104,Nr4a1,C1ql3,12.890112245994924
26,Dbp,Neat1,12.884298609082686
157,Tub,Tubb2b,12.872817209545433
94,Nkx2-2,Eps8,12.848992922558917
149,Tef,Zbtb16,12.826288432140744
21,Csrnp3,Bod1l,12.812201602966896
98,Nr1d1,Rgs16,12.81149930670089
136,Sox6,Sbno1,12.702592366060959
44,Fosb,Socs3,12.696501622008858
157,Tub,Rars,12.693866833476765
183,Zfp551,9530059O14Rik,12.613165295849523
71,Klf6,Hmgcs1,12.602798535154033
104,Nr4a1,Neu4,12.601243987661283
162,Zbtb4,Nfasc,12.590109389162714
16,Cdc5l,G0s2,12.580758597225284
27,Ddit3,Zfp36,12.579176378890216
71,Klf6,Smc3,12.567541006040505
9,Atf3,Klf4,12.561998136731606
89,Myt1l,Gria2,12.546114686474809
77,Mafb,H2-K1,12.542590845598415
9,Atf3,Tnfaip6,12.53845038793048
77,Mafb,Clic1,12.517354909315493
21,Csrnp3,Scg2,12.511812254898354
71,Klf9,Dbp,12.503213961862876
175,Zfp318,Igsf8,12.49746195186555
53,Gsx1,Ttc3,12.467859450719379
16,Cdc5l,Ubl3,12.465605325329783
99,Nr1d2,Plin4,12.461153359783319
183,Zfp551,Clic1,12.432225918075263
136,Sox6,Tnfaip6,12.424046308796049
68,Junb,Gadd45g,12.416834547784564
43,Fos,Neat1,12.360057726163994
67,Jun,Socs3,12.344145915054295
9,Atf3,Per1,12.330697032903522
111,Pou3f2,Neu4,12.329945982404627
149,Tef,Ermn,12.326342957547622
104,Nr4a1,Plin3,12.308360937427839
104,Nr4a1,Gpr17,12.286378818534562
104,Nr4a1,Tubb2b,12.255221049633521
103,Nr4a1,Fosb,12.252217076592437
104,Nr4a1,Erich1,12.245497281157547
27,Ddit3,Hspa1a,12.230738845835786
71,Klf6,Celf4,12.225475110208738
44,Fosb,Htra1,12.219042698759466
94,Nkx2-2,Aprt,12.21793780185342
160,Zbtb16,Taok3,12.178055566317218
136,Sox6,Pde4d,12.175420982573442
28,Dlx1,Fbn2,12.17330077024423
104,Nr4a1,Trio,12.160744167452915
72,Klf9,H1f0,12.140744068189955
156,Ttf1,Hmgn5,12.14037155348586
203,Zfp930,9530059O14Rik,12.139559255800094
154,Tsc22d1,RP24-163K4.1,12.13871682450765
21,Csrnp3,Proser3,12.122166603879094
33,Egr1,Sema6a,12.114438599475164
136,Sox6,Spock3,12.106595462305776
157,Tub,Traf4,12.104276544303517
175,Zfp318,Golgb1,12.097829556635148
86,Mycl,Mt2,12.08954806909082
104,Nr4a1,Lrrc42,12.071101679228962
98,Nr1d1,Scg2,12.066988225619584
72,Klf9,Anln,12.041004362558775
160,Zbtb16,Bod1l,12.034502304235556
154,Tsc22d1,Phactr3,12.030290621705085
66,Irx1,Tsc22d1,12.008320236480495
33,Egr1,Hspa1a,11.985585744198268
104,Nr4a1,Gm36935,11.983453032446382
86,Mycl,Sapcd1,11.954019380598735
26,Dbp,Scg2,11.93596355431836
175,Zfp318,Gm38039,11.935158543794774
183,Zfp551,Nrcam,11.925258292646335
172,Zfp292,Rgs2,11.915219906484435
93,Nkx2-2,Myt1l,11.911583410438379
26,Dbp,Gad1,11.903347871455658
86,Mycl,Nespas,11.882282915805664
104,Nr4a1,Matn4,11.87629893234012
94,Nkx2-2,Plcb1,11.87561436702839
72,Klf9,Sepp1,11.856881752076772
9,Atf3,Mt2,11.852876771459663
94,Nkx2-2,Phactr3,11.852149911258985
16,Cdc5l,Acsl3,11.81799375719653
26,Dbp,Meg3,11.809823968102899
104,Nr4a1,Zfp36,11.799996514311045
157,Tub,Fam174b,11.792790407950358
154,Tsc22d1,Kcnj16,11.791476741571074
94,Nkx2-2,Tubb2a,11.781021430242289
43,Fos,Tnfaip6,11.759555884486376
136,Sox6,Plin3,11.750986978453783
104,Nr4a1,Gpr37l1,11.746843118322886
50,Gm14418,C1ql3,11.734375516173294
157,Tub,Epb41l2,11.732976411699056
72,Klf9,Tuba1a,11.723235777446162
53,Gsx1,Ccnd1,11.72288959739378
156,Ttf1,Cbln4,11.720204310698861
66,Irx1,Tubb2a,11.712549787853492
157,Tub,Ermn,11.677578781047671
26,Dbp,Glul,11.671160791339263
72,Klf9,Il33,11.654854723496655
157,Tub,Rnf128,11.653732566860404
43,Fos,Ttc3,11.649693265067182
70,Klf4,Actb,11.633886679064883
104,Nr4a1,Chd3,11.627537906203111
28,Dlx1,Syt16,11.616733203024737
86,Mycl,Kcna2,11.614752130497582
149,Tef,Sulf2,11.607493868352632
175,Zfp318,Hsph1,11.565497805722343
70,Klf4,Akap9,11.557167523763962
156,Tub,Myt1l,11.537370666951233
94,Nkx2-2,Sbno1,11.52665560951226
21,Csrnp3,Synm,11.523146092175914
157,Tub,Kcnj16,11.518844844267385
67,Jun,Neat1,11.512210737625463
99,Nr1d2,A230083N12Rik,11.51025230295064
94,Nkx2-2,Tuba1a,11.509788391060285
66,Irx1,Aprt,11.50953732046232
86,Mycl,Asic1,11.50412834158176
172,Zfp292,Hmgcs1,11.502833833729106
158,Tulp3,Hspa1a,11.493207831416276
136,Sox6,C1ql3,11.485318389085252
172,Zfp292,Tmem141,11.448367395529015
111,Pou3f2,5730559C18Rik,11.434256457871772
149,Tef,Chn2,11.428906594440917
127,Setdb2,Hebp2,11.418350208151207
66,Irx1,Lbh,11.40104560355026
103,Nr4a1,Junb,11.398020393468963
154,Tsc22d1,Gm36955,11.387414115573137
98,Nr1d1,Rasd1,11.386750313343287
99,Nr1d2,Hmgcs1,11.386636022496143
158,Tulp3,Plat,11.38551122986428
154,Tsc22d1,Sparc,11.346112322849375
44,Fosb,Plin3,11.34496540485106
44,Fosb,Sepp1,11.329652231169263
111,Pou3f2,G0s2,11.309047154687288
72,Klf9,Lsamp,11.297654304299906
9,Atf3,Ubc,11.29384146015482
109,Pknox2,Socs1,11.28260219858065
53,Gsx1,Vav2,11.281666072398739
136,Sox6,Arpc1b,11.275588337470124
94,Nkx2-2,Tspan6,11.259312854019655
70,Klf4,Htra1,11.21949023150034
162,Zbtb4,Hist1h1c,11.21000751612608
16,Cdc5l,Atp10b,11.20834495043569
72,Klf9,Glul,11.205563836495468
127,Setdb2,Asic1,11.185495986363842
111,Pou3f2,Ncald,11.182162171314225
146,Tcf7,Gm12530,11.172127531805549
104,Nr4a1,Anln,11.170677148311732
70,Klf4,Per1,11.16581130386877
160,Zbtb16,B3galt5,11.16258112898742
67,Jun,Smc3,11.161311959414439
26,Dbp,Clmn,11.158308216789575
175,Zfp318,Bod1l,11.147779013440337
21,Csrnp3,Syt1,11.138481383777462
43,Fos,Ubc,11.131368336871308
98,Nr1d1,Basp1,11.113079294653732
157,Tub,S100a1,11.11014877582725
127,Setdb2,Zfp449,11.094243786094152
20,Creb1,Gm42500,11.088831648152016
175,Zfp318,H1f0,11.088384952160864
127,Setdb2,9430021M05Rik,11.083635224479227
111,Pou3f2,Lhfpl3,11.083224973237416
53,Gsx1,Tspan6,11.08083765895229
62,Ikzf2,Ddc,11.079999941017283
98,Nr1d1,Capn9,11.054691841045676
27,Ddit3,Plin3,11.014851341195337
149,Tef,Gm25411,10.998301471223492
104,Nr4a1,Btg2,10.987786884380439
27,Ddit3,Acsl3,10.956607017999126
94,Nkx2-2,Lsamp,10.947396780797572
16,Cdc5l,Tmem141,10.93823605204436
26,Dbp,Hmgcs1,10.93711350691291
71,Klf6,Dnajb1,10.927880722271352
26,Dbp,Plcb2,10.922292597381812
16,Cdc5l,Il33,10.913708733540439
66,Irx1,Sapcd1,10.911521052975923
154,Tsc22d1,Kcna2,10.898553369652939
67,Jun,Hmgn5,10.897923806927926
44,Fosb,Slc38a2,10.893777894489752
28,Dlx1,Mtcl1,10.881026997313958
89,Myt1l,Plcb1,10.871175168656718
154,Tsc22d1,B3galt5,10.862843129791845
44,Fosb,Scg2,10.839185011596488
72,Klf9,Hsp90ab1,10.830517536221288
86,Mycl,Midn,10.828712014795425
149,Tef,Ccdc88a,10.803581390780499
33,Egr1,Il33,10.7951432662687
157,Tub,Plcb1,10.794747255076633
72,Klf9,9530059O14Rik,10.758334365665789
33,Egr1,Hspa4l,10.757549041218555
154,Tsc22d1,Hspa5,10.754406362920829
71,Klf6,Pmp22,10.7220974143611
94,Nkx2-2,Hsph1,10.714520113771375
28,Dlx1,Sfmbt1,10.71397709250949
16,Cdc5l,Sox6,10.713260793037348
62,Ikzf2,Sfmbt1,10.710236561574941
99,Nr1d2,Net1,10.704924069051133
9,Atf3,Hspa5,10.695611392620158
98,Nr1d1,Actb,10.679841081411919
71,Klf6,Gm9812,10.673346900413968
43,Fos,H1f0,10.664381488192282
175,Zfp318,Trio,10.660314362238193
175,Zfp318,Ankrd12,10.654323055606886
70,Klf4,Glul,10.647012231943217
53,Gsx1,Hmmr,10.63793247290179
71,Klf6,Tubb4b,10.629812800225647
160,Zbtb16,Sulf2,10.628559551015544
136,Sox6,Syt16,10.623545164610334
21,Csrnp3,Tmod2,10.622860151709698
72,Klf9,Gstp1,10.594001100983975
43,Fos,Htra1,10.591386837044043
183,Zfp551,Mex3b,10.568793254031133
150,Thrb,Ccnd1,10.56457732025943
157,Tub,Gm38039,10.548050011949265
9,Atf3,Nr4a1,10.541097662371397
111,Pou3f2,Abtb2,10.538265376931092
154,Tsc22d1,Sema6a,10.527429667535568
126,Setdb1,RP24-163K4.1,10.494379008813365
154,Tsc22d1,Slco1c1,10.491220424811742
154,Tsc22d1,Ralgps2,10.489035710636646
104,Nr4a1,Ngfrap1,10.462189835620766
67,Jun,Tmod2,10.453231841262841
111,Pou3f2,Ttc3,10.452748166511908
9,Atf3,Gadd45g,10.445554775338092
20,Creb1,Chd3,10.443472989026377
215,Zkscan14,Fut9,10.442653740912977
62,Ikzf2,Map7d2,10.439614211144658
86,Mycl,Hspa5,10.434138977631635
27,Ddit3,Lrrtm2,10.432214754381457
77,Mafb,Fam174b,10.428559936644366
104,Nr4a1,Myo10,10.428345218786166
103,Nr4a1,Egr1,10.419955323443915
72,Klf9,Bsg,10.413352084937898
99,Nr1d2,Acsl3,10.412807774963754
136,Sox6,Rbbp6,10.396693390943312
26,Dbp,Phactr3,10.384753607273199
86,Mycl,Prkcd,10.380672549879124
162,Zbtb4,Sepp1,10.371526432877639
136,Sox6,Clmn,10.366594077501713
99,Nr1d2,Ahsa2,10.343796014390197
96,Npas3,Basp1,10.324851899557753
43,Fos,Tubb4b,10.309364159234107
175,Zfp318,Tmem163,10.304707132447747
149,Tef,B3galt5,10.291888624921231
70,Klf4,Il33,10.275191740341803
149,Tef,Nfkbia,10.263344283348939
111,Pou3f2,Fabp7,10.253678835873863
16,Cdc5l,Nktr,10.241858977719653
136,Sox6,Kcna2,10.225471900013757
175,Zfp318,Ptpre,10.216073574797614
175,Zfp318,Fam174b,10.19192517413897
96,Npas3,Mlip,10.191444639141935
27,Ddit3,Actb,10.166255700570533
44,Fosb,Utp14b,10.143553821472718
104,Nr4a1,Gria3,10.138516364164634
86,Mycl,Synm,10.120684047253032
156,Ttf1,Gm26668,10.118831158662665
77,Mafb,Parg,10.108597855936077
16,Cdc5l,Hist1h1c,10.09612269972904
127,Setdb2,Kcnd3os,10.09128534828892
98,Nr1d1,Aprt,10.089069900098037
149,Tef,Nfasc,10.085907361045496
71,Klf6,Rgs2,10.078696876563736
21,Csrnp3,Meg3,10.078021308037279
162,Zbtb4,Syt1,10.076685890610367
94,Nkx2-2,Hsp90aa1,10.051878803715224
157,Tub,Rgs2,10.050097023754027
21,Csrnp3,Hspa4l,10.046438039470575
149,Tef,Gm15440,10.031434793933201
71,Klf6,Scg2,10.01675244228932
157,Tub,Pde4d,10.012046923621241
94,Nkx2-2,Lcp2,10.01051424268992
111,Pou3f2,Chd3,10.007586219937924
86,Mycl,Ubc,10.007497195723646
156,Ttf1,Fut9,10.000101059389772
172,Zfp292,AC149090.1,9.989204612975277
33,Egr1,Pmp22,9.985201200574911
154,Tsc22d1,Filip1,9.982328717706451
86,Mycl,Gad1,9.978666352248876
126,Setdb1,Zfp551,9.97567370098359
154,Tsc22d1,Nat8l,9.953001576651623
175,Zfp318,Syt1,9.948134836555989
98,Nr1d1,S100a1,9.939889280166527
162,Zbtb4,Scg2,9.923263013152015
156,Ttf1,Tuba1a,9.914122758557149
86,Mycl,Cers4,9.906970511542916
157,Tub,Cers4,9.903525271667151
157,Tub,Dlgap1,9.89969138854825
175,Zfp318,2900027M19Rik,9.864526409338678
86,Mycl,Brinp2,9.863247559817898
28,Dlx1,Tub,9.86288569687307
104,Nr4a1,Dlgap1,9.862693277966212
154,Tsc22d1,Syt1,9.852521894686088
212,Zfx,Tsc22d1,9.846162939621054
67,Jun,Ubl3,9.82212377362286
175,Zfp318,Itsn1,9.798419882046574
72,Klf9,Nipbl,9.787358186164399
67,Jun,Spock3,9.768671949902094
67,Jun,Rab33a,9.748567763658013
111,Pou3f2,Marcks,9.74064367678651
72,Klf9,Col9a3,9.73555865533872
109,Pknox2,Brinp1,9.726884508309341
71,Klf6,Gng12,9.714951238263211
